Date,Open,High,Low,Close
2020-03-11,35468.9,36021.51,35261.92,35697.4
2020-03-12,34472.5,34472.5,32493.1,32778.14
2020-03-13,31214.13,34769.48,29388.97,34103.48
2020-03-16,33103.24,33103.24,31276.3,31390.07
2020-03-17,31611.57,32047.98,30394.94,30579.09
2020-03-18,30968.84,31101.77,28613.05,28869.51
2020-03-19,27773.36,29370.53,26714.46,28288.23
2020-03-20,28460.82,30418.2,27932.67,29915.96
2020-03-23,27608.8,27900.83,25880.83,25981.24
2020-03-24,27056.23,27462.87,25638.9,26674.03
2020-03-25,26499.81,28790.19,26359.91,28535.78
2020-03-26,29073.71,30099.91,28566.34,29946.77
2020-03-27,30747.81,31126.03,29346.99,29815.59
2020-03-30,29226.55,29497.57,28290.99,28440.32
2020-03-31,29294.94,29770.88,28667.36,29468.49
2020-04-01,29505.33,29505.98,28073.43,28265.31
2020-04-03,28623.53,28639.12,27500.79,27590.95
2020-04-07,28898.36,30157.65,28602.31,30067.21
2020-04-08,29701.92,31227.97,29602.94,29893.96
2020-04-09,30571.19,31225.2,30420.22,31159.62
2020-04-13,31195.72,31195.72,30474.15,30690.02
2020-04-15,31277.11,31568.36,30222.07,30379.81
2020-04-16,30095.51,30800.2,30016.17,30602.61
2020-04-17,31656.68,31718.73,30960.94,31588.72
2020-04-20,32056.19,32056.47,31490.26,31648
2020-04-21,30836.19,30900.12,30378.26,30636.71
2020-04-22,30856.14,31471.14,30578.55,31379.55
2020-04-23,31646.45,31959.02,31292.92,31863.08
2020-04-24,31426.62,31842.24,31278.27,31327.22
2020-04-27,31659.04,32103.7,31651.58,31743.08
2020-04-28,32101.91,32199.91,31661.34,32114.52
2020-04-29,32311.04,32897.59,32171.65,32720.16
2020-04-30,33381.19,33887.25,33354.93,33717.62
2020-05-04,32748.14,32748.14,31632.02,31715.35
2020-05-05,32182.9,32264,31403.57,31453.51
2020-05-06,31577.63,31970.84,31158.75,31685.75
2020-05-07,31677.69,31705.25,31362.87,31443.38
2020-05-08,32083.32,32088.51,31598,31642.7
2020-05-11,32030.34,32301.58,31500.87,31561.22
2020-05-12,31342.93,31536.89,30844.66,31371.12
2020-05-13,32841.87,32845.48,31901.92,32008.61
2020-05-14,31466.33,31630.94,31052.65,31122.89
2020-05-15,31296.28,31296.28,30770.48,31097.73
2020-05-18,31248.26,31248.26,29968.45,30028.98
2020-05-19,30450.74,30739.96,30116.82,30196.17
2020-05-20,30159.59,30878.31,30157.75,30818.61
2020-05-21,30904.29,31188.79,30765.32,30932.9
2020-05-22,30822.78,31107.91,30474.88,30672.59
2020-05-26,30864.27,31086.7,30512.14,30609.3
2020-05-27,30793.11,31660.6,30525.68,31605.22
2020-05-28,31827.8,32267.23,31641.77,32200.59
2020-05-29,32041.29,32480.52,31823.8,32424.1
2020-06-01,32906.05,33673.83,32876.55,33303.52
2020-06-02,33450.19,33866.63,33301.29,33825.53
2020-06-03,34185.41,34488.69,34027.5,34109.54
2020-06-04,34072.5,34310.14,33711.24,33980.7
2020-06-05,34198.55,34405.43,33958.02,34287.24
2020-06-08,34841.17,34927.8,34211.83,34370.58
2020-06-09,34520.79,34811.29,33881.19,33956.69
2020-06-10,34029.14,34350.17,33949.46,34247.05
2020-06-11,34214.69,34219.39,33480.42,33538.37
2020-06-12,32436.69,33856.27,32348.1,33780.89
2020-06-15,33670.55,33670.55,32923.74,33228.8
2020-06-16,33853.72,34022.01,32953.3,33605.22
2020-06-17,33438.31,33933.66,33332.96,33507.92
2020-06-18,33371.52,34276.01,33371.52,34208.05
2020-06-19,34335.38,34848.37,34136.39,34731.73
2020-06-22,34892.03,35213.52,34794.4,34911.32
2020-06-23,35015.73,35482.16,34843.69,35430.43
2020-06-24,35679.74,35706.55,34794.93,34868.98
2020-06-25,34525.39,35081.61,34499.78,34842.1
2020-06-26,35144.78,35254.88,34910.34,35171.27
2020-06-29,34926.95,35032.36,34662.06,34961.52
2020-06-30,35168.3,35233.91,34812.8,34915.8
2020-07-01,35009.59,35467.23,34927.2,35414.45
2020-07-02,35604,36014.92,35595.36,35843.7
2020-07-03,36025.38,36110.21,35872.38,36021.42
2020-07-06,36313.46,36661.66,36254.02,36487.28
2020-07-07,36660.35,36723.27,36271.09,36674.52
2020-07-08,36738.38,36828.43,36234.17,36329.01
2020-07-09,36450.69,36806.3,36422.3,36737.69
2020-07-10,36555.13,36748.89,36401.11,36594.33
2020-07-13,36880.66,37024.2,36533.96,36693.69
2020-07-14,36517.28,36538.1,35877.42,36033.06
2020-07-15,36314.76,36810.25,35894.96,36051.81
2020-07-16,36401.2,36524.62,36038.41,36471.68
2020-07-17,36547.75,37125.98,36512.92,37020.14
2020-07-20,37409.03,37478.87,37185.78,37418.99
2020-07-21,37823.61,37990.55,37742.05,37930.33
2020-07-22,38178.07,38199.27,37601.62,37871.52
2020-07-23,37814.92,38225.03,37738.59,38140.47
2020-07-24,37949.59,38235.73,37748.41,38128.9
2020-07-27,38275.34,38275.34,37769.44,37934.73
2020-07-28,38052.18,38554.72,37998.13,38492.95
2020-07-29,38427.15,38617.03,37884.41,38071.13
2020-07-30,38262.83,38413.81,37678.42,37736.07
2020-07-31,37847.88,37897.78,37431.68,37606.89
2020-08-03,37595.73,37596.02,36911.23,36939.6
2020-08-04,37092.86,37745.6,36987.73,37687.91
2020-08-05,37892.36,38139.96,37550.6,37663.33
2020-08-06,37946.8,38221.4,37755.1,38025.45
2020-08-07,37951.07,38109.68,37787.38,38040.57
2020-08-10,38168.42,38430.69,38073.29,38182.08
2020-08-11,38371.34,38556.27,38313.06,38407.01
2020-08-12,38321.13,38414.37,38125.81,38369.63
2020-08-13,38456.64,38516.85,38215.05,38310.49
2020-08-14,38432.94,38540.57,37654.92,37877.34
2020-08-17,38062.07,38119.38,37734.14,38050.78
2020-08-18,38084.7,38571.23,38062.01,38528.32
2020-08-19,38727.89,38788.51,38550.65,38614.79
2020-08-20,38283.9,38402.45,38155.78,38220.39
2020-08-21,38471.93,38579.83,38411.37,38434.72
2020-08-24,38566.96,38894.94,38545.76,38799.08
2020-08-25,38948.46,39008.89,38679.67,38843.88
2020-08-26,38930.18,39111.55,38765.09,39073.92
2020-08-27,39293.53,39326.98,39046.94,39113.47
2020-08-28,39264.48,39579.58,39235.03,39467.31
2020-08-31,39888.15,40010.17,38395.89,38628.29
2020-09-01,38754,39226.82,38542.11,38900.8
2020-09-02,38892.64,39141.84,38736.22,39086.03
2020-09-03,39165.8,39236.36,38943.43,38990.94
2020-09-04,38325,38729.66,38249.77,38357.18
2020-09-07,38284.78,38519.92,38060.74,38417.23
2020-09-08,38498.07,38746.48,38275.45,38365.35
2020-09-09,37988.56,38252.67,37935.26,38193.92
2020-09-10,38516.88,38878.25,38367.07,38840.32
2020-09-11,38865.17,38978.52,38711.8,38854.55
2020-09-14,39073.51,39230.16,38573.17,38756.63
2020-09-15,38904.67,39102.25,38753.68,39044.35
2020-09-16,39161.01,39359.51,39037.96,39302.85
2020-09-17,39120.64,39234.81,38926.34,38979.85
2020-09-18,39200.42,39200.42,38635.73,38845.82
2020-09-21,38812.69,38990.76,37938.53,38034.14
2020-09-22,38200.71,38209.97,37531.14,37734.08
2020-09-23,38124.94,38140.07,37313.09,37668.42
2020-09-24,37282.18,37304.26,36495.98,36553.6
2020-09-25,36991.89,37471.17,36730.52,37388.66
2020-09-28,37756.25,38035.87,37544.05,37981.63
2020-09-29,38176.86,38235.94,37831.35,37973.22
2020-09-30,38068.89,38236.34,37828.11,38067.93
